tweet_id,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,stage
666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,Italian_greyhound,0.17605,True,Toy_terrier,0.11188,True,Basenji,0.11115,True,82,184,,,2015-11-16 15:14:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Can take selfies 11/10 https://t.co/ws2AMaNwPW,,,,https://twitter.com/dog_rates/status/666273097616637952/photo/1,11,10,None,
666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,Maltese_dog,0.85753,True,Toy_poodle,0.06306,True,Miniature_poodle,0.02558,True,71,152,,,2015-11-16 16:11:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,,,,https://twitter.com/dog_rates/status/666287406224695296/photo/1,1,2,None,
666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,Three-toed_sloth,0.91467,False,Otter,0.01525,False,Great_grey_owl,0.01321,False,368,522,,,2015-11-16 16:37:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,,,,https://twitter.com/dog_rates/status/666293911632134144/photo/1,3,10,None,
666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,Ox,0.41667,False,Newfoundland,0.27841,True,Groenendael,0.10264,True,96,204,,,2015-11-16 19:31:45+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,,,,https://twitter.com/dog_rates/status/666337882303524864/photo/1,9,10,None,
666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,Golden_retriever,0.85874,True,Chesapeake_bay_retriever,0.05479,True,Labrador_retriever,0.01424,True,146,307,,,2015-11-16 20:01:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,,,,https://twitter.com/dog_rates/status/666345417576210432/photo/1,10,10,None,
666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,Malamute,0.33687,True,Siberian_husky,0.14766,True,Eskimo_dog,0.09341,True,77,229,,,2015-11-16 20:32:58+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,,,,https://twitter.com/dog_rates/status/666353288456101888/photo/1,8,10,None,
666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,1,Guinea_pig,0.9965,False,Skunk,0.0024,False,Hamster,0.00046,False,595,804,,,2015-11-16 21:10:36+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet https://t.co/XMD9CwjEnM,,,,https://twitter.com/dog_rates/status/666362758909284353/photo/1,6,10,None,
666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1,Soft-coated_wheaten_terrier,0.32647,True,Afghan_hound,0.25955,True,Briard,0.2068,True,100,194,,,2015-11-16 21:54:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,,,,https://twitter.com/dog_rates/status/666373753744588802/photo/1,11,10,None,
666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,Chihuahua,0.97811,True,Toy_terrier,0.0094,True,Papillon,0.00458,True,92,172,,,2015-11-16 23:23:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,,,,https://twitter.com/dog_rates/status/666396247373291520/photo/1,9,10,None,
666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,Black-and-tan_coonhound,0.52914,True,Bloodhound,0.24422,True,Flat-coated_retriever,0.17381,True,44,113,,,2015-11-17 00:06:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,,,,https://twitter.com/dog_rates/status/666407126856765440/photo/1,7,10,None,
666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1,Coho,0.40464,False,Barracouta,0.27148,False,Gar,0.18994,False,339,459,,,2015-11-17 00:24:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 https://t.co/aMCTNWO94t,,,,https://twitter.com/dog_rates/status/666411507551481857/photo/1,2,10,None,
666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,Toy_terrier,0.14968,True,Papillon,0.14826,True,Chihuahua,0.14286,True,48,129,,,2015-11-17 00:53:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,,,,https://twitter.com/dog_rates/status/666418789513326592/photo/1,10,10,Walter,
666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,Blenheim_spaniel,0.90678,True,Cocker_spaniel,0.09035,True,Shih-tzu,0.00112,True,118,327,,,2015-11-17 01:02:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,,,,https://twitter.com/dog_rates/status/666421158376562688/photo/1,12,10,None,
666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,Pembroke,0.37136,True,Chow,0.24939,True,Pomeranian,0.24188,True,90,171,,,2015-11-17 01:30:57+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,,,,https://twitter.com/dog_rates/status/666428276349472768/photo/1,7,10,None,
666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1,Llama,0.50518,False,Irish_terrier,0.10411,True,Dingo,0.06207,False,204,330,,,2015-11-17 01:40:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,,,,https://twitter.com/dog_rates/status/666430724426358785/photo/1,6,10,None,
666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,Chesapeake_bay_retriever,0.18413,True,Chain_saw,0.05678,False,Power_drill,0.03676,False,54,170,,,2015-11-17 02:00:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",,,,https://twitter.com/dog_rates/status/666435652385423360/photo/1,10,10,None,
666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1,Chihuahua,0.67185,True,Beagle,0.12468,True,Saluki,0.04409,True,52,131,,,2015-11-17 02:06:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,,,,https://twitter.com/dog_rates/status/666437273139982337/photo/1,7,10,None,
666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1,Curly-coated_retriever,0.32208,True,Giant_schnauzer,0.28796,True,Labrador_retriever,0.16633,True,23,107,,,2015-11-17 02:46:43+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,,,,https://twitter.com/dog_rates/status/666447344410484738/photo/1,9,10,Scout,
666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1,Dalmatian,0.27895,True,Labrador_retriever,0.23761,True,Great_pyrenees,0.17111,True,223,545,,,2015-11-17 03:16:00+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,,,,https://twitter.com/dog_rates/status/666454714377183233/photo/1,10,10,Kreggory,
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,Ibizan_hound,0.04433,True,Pembroke,0.04321,True,West_highland_white_terrier,0.03891,True,88,238,,,2015-11-17 15:51:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,,,,https://twitter.com/dog_rates/status/666644823164719104/photo/1,9,10,Jimothy,
666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1,Border_collie,0.4478,True,English_springer,0.1705,True,Collie,0.13921,True,608,923,,,2015-11-17 16:09:56+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,,,,https://twitter.com/dog_rates/status/666649482315059201/photo/1,4,10,None,
666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,German_shepherd,0.9754,True,Beagle,0.00869,True,Bloodhound,0.00539,True,51,196,,,2015-11-17 18:56:35+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,,,,https://twitter.com/dog_rates/status/666691418707132416/photo/1,8,10,Christoper,
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,Labrador_retriever,0.88771,True,Chihuahua,0.02931,True,French_bulldog,0.02076,True,234,449,,,2015-11-17 19:35:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,,,,https://twitter.com/dog_rates/status/666701168228331520/photo/1,8,10,None,
666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,Miniature_poodle,0.54693,True,Cocker_spaniel,0.16525,True,Toy_poodle,0.09596,True,71,244,,,2015-11-17 22:06:57+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,,,,https://twitter.com/dog_rates/status/666739327293083650/photo/1,10,10,Lugan,
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,Seat_belt,0.37506,False,Miniature_pinscher,0.16718,True,Chihuahua,0.08695,True,186,368,,,2015-11-18 00:36:17+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,,,,https://twitter.com/dog_rates/status/666776908487630848/photo/1,5,10,Josep,
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,Italian_greyhound,0.61832,True,Weimaraner,0.15136,True,Vizsla,0.08599,True,211,404,,,2015-11-18 00:55:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,,,,https://twitter.com/dog_rates/status/666781792255496192/photo/1,10,10,None,
666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,Snail,0.99989,False,Slug,6e-05,False,Acorn,3e-05,False,521,800,,,2015-11-18 01:12:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,,,,https://twitter.com/dog_rates/status/666786068205871104/photo/1,2,10,None,
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,English_setter,0.32879,True,Brittany_spaniel,0.28354,True,Ibizan_hound,0.05746,True,95,250,,,2015-11-18 02:25:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,,,,https://twitter.com/dog_rates/status/666804364988780544/photo/1,8,10,Jockson,
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,Miniature_schnauzer,0.49695,True,Standard_schnauzer,0.28528,True,Giant_schnauzer,0.07376,True,267,540,,,2015-11-18 03:18:55+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,,,,https://twitter.com/dog_rates/status/666817836334096384/photo/1,9,10,Jeph,
666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,Maltese_dog,0.35938,True,Teddy,0.14876,False,West_highland_white_terrier,0.10601,True,105,266,,,2015-11-18 03:54:28+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12/10 simply brilliant pup https://t.co/V6ZzG45zzG,,,,https://twitter.com/dog_rates/status/666826780179869698/photo/1,12,10,None,
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,Airedale,0.44846,True,Toy_poodle,0.12403,True,Teddy,0.11018,False,83,222,,,2015-11-18 04:27:09+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,,,,https://twitter.com/dog_rates/status/666835007768551424/photo/1,10,10,None,
666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,Triceratops,0.44211,False,Armadillo,0.11407,False,Common_iguana,0.04326,False,584,857,,,2015-11-18 04:35:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,,,,https://twitter.com/dog_rates/status/666837028449972224/photo/1,3,10,None,
666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,Swab,0.58945,False,Chain_saw,0.19014,False,Wig,0.03451,False,1040,2679,,,2015-11-18 14:18:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,,,,https://twitter.com/dog_rates/status/666983947667116034/photo/1,11,10,None,
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,Hay,0.50764,False,Rottweiler,0.06249,True,Water_buffalo,0.04842,False,102,258,,,2015-11-18 15:07:24+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,,,,https://twitter.com/dog_rates/status/666996132027977728/photo/1,10,10,Carll,
667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,Hyena,0.98723,False,African_hunting_dog,0.0126,False,Coyote,6e-05,False,237,471,,,2015-11-18 16:12:51+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,,,,https://twitter.com/dog_rates/status/667012601033924608/photo/1,9,10,Klevin,
